wo_num,part_num,description,customer,qty_tbr,yield,mrb,scrap,due,process,timestamp
5922,F_AE9706325D1MT.A,"WASHER, FIXTURE",PHOENIX AVIATION CORP.,0,7,0,0,43,"BRACKET, MOUNT",2024-09-17 5:04
5930,F_01140681-003.05,"PANEL, MIDSECTION",VECTOR AEROSPACE LTD.,60,34,0,0,90,"GUIDE, SLIDE",2024-09-17 5:04
5950,F_ADC757163D2.-,OPERATIONS,COSMOS AERONAUTICS INC.,0,38,0,0,69,"CLIP, HOLDING",2024-09-17 5:04
5972,D_161A2128-1.AA,"GROMMET, BUFFER",SKYLINE AEROSPACE SP. Z O.O.,99,28,0,0,93,"BRUSH, CONTACT",2024-09-17 5:04
5973,D_161A2128-1.AA,"RETAINER, WASHER",STARLINE AEROSPACE LLC,0,83,0,0,50,"TUBE, EXTENSION",2024-09-17 5:04
5979,F_829537.-,"WASHER-SPLINED, DRIVE LINK",PHOENIX AVIATION CORP.,35,1,0,0,58,"SHIELD, PROTECTIVE",2024-09-17 5:04
5982,F_1725732.-_RWK,"CAP, END STOP",HORIZON ELECTRICAL SYSTEMS,78,58,0,0,15,"BUSHING, INTERLOCK",2024-09-17 5:04
5983,F_1725732.-,"PLUG, END CAP",AURORA AIR SYSTEMS,52,13,0,0,19,"BOLT, TENSION",2024-09-17 5:04
5987,F_M319-20H131-101/OD+.0259.A,"PIN, ROTOR SHAFT",COSMOS AERONAUTICS INC.,0,12,0,0,2,"BRACE, LOWER SUPPORT",2024-09-17 5:04
5992,F_01365720-003.02,"STUD, ROTOR ALIGNMENT",VECTOR AEROSPACE LTD.,35,6,0,0,14,"HOOK, FASTENER",2024-09-17 5:04
5993,F_ADC757163D2.-_RWK,"TENSION BUMPER, SIZE 9",AURORA AIR SYSTEMS,46,98,0,0,11,"PIN, RETENTION",2024-09-17 5:04
6007,F_ADC44112D21.E,"WASHER, SUPPORT",ATLAS AIR COMPONENTS,62,14,0,0,0,"PLATE, LOCKING",2024-09-17 5:04
6008,D_161A1169-2.AC,"DOME, UPPER MACHINING",SKYLINE AEROSPACE SP. Z O.O.,0,33,0,0,40,"SCREW, TORSION",2024-09-17 5:04
6015,F_ADC44112D21.E,"RING, LOCKING MECHANISM",NOVA AEROSPACE SYSTEMS,46,31,0,0,13,"GASKET, FLUID SEAL",2024-09-17 5:04
6025,D_01140378-002.05,"TUBE, CHAMBER FLOW",VECTOR AEROSPACE LTD.,0,100,0,0,70,"KNOB, ADJUSTMENT",2024-09-17 5:04
6027,F_ADC73220Y5D2.A,"WASHER, RETENTION PLATE",STARLINE AEROSPACE LLC,8,19,0,0,30,"SPRING, RETURN",2024-09-17 5:04
6028,F_ADC73220Y5D2.A,"SHAFT, GEAR DRIVE",COSMOS AERONAUTICS INC.,0,15,0,0,6,"ROD, CONNECTOR",2024-09-17 5:04
6029,F_ADC73220Y5D2.A,"BEARING, PLATE MOUNT",SKYLINE AEROSPACE SP. Z O.O.,0,11,0,0,83,"PAD, CUSHION",2024-09-17 5:04
6036,F_01510343-001.03,"SHAFT, ROTOR ASSEMBLY",NEXUS AIRCRAFT SYSTEMS,0,89,0,0,13,"STUD, RETAINER",2024-09-17 5:04
6041,F_1725732.-,"PLUG, ROTOR SEAL",VENTURE AEROSPACE GMBH,0,93,0,0,82,"FRAME, SECONDARY UNIT",2024-09-17 5:04
6050,F_01241801-001.03,"BEARING, LOWER SPINDLE",SKYWORKS SOLUTIONS,0,29,0,0,79,"BLADE, ROTARY",2024-09-17 5:04
6068,F_00512033-001.02,"BRACKET, TORSION LINK",TERA TECHNOLOGIES LTD.,88,1,0,0,98,"CLAMP, ALIGNMENT",2024-09-17 5:04
6072,F_ADC73220Y5D2.A,"NUT, BEARING SPACER",VECTOR AEROSPACE LTD.,0,90,3,0,20,"RING, SEAL",2024-09-17 5:04
6073,F_ADC73220Y5D2.A,"WASHER-SPLINED, ALIGNMENT",NOVA AEROSPACE SYSTEMS,0,24,0,0,76,"BEARING, ROTATION",2024-09-17 5:04
6080,F_ADC757163D2.-_RWK,"HOUSING, BEARING COVER",AURORA AIR SYSTEMS,0,60,0,0,40,"PANEL, SUPPORT",2024-09-17 5:04
6091,D_6008-80-18.C,"WASHER, CONTROL FIXTURE",PHOENIX AVIATION CORP.,0,91,0,0,30,"BUSHING, TENSION",2024-09-17 5:04
6093,F_01141885-021.03,"PLATE, ROTOR GUIDE",HORIZON ELECTRICAL SYSTEMS,0,39,0,0,64,"HANDLE, LEVER",2024-09-17 5:04
6097,F_M0139845.A,"SPRING, ROTOR STABILIZER",STARLINE AEROSPACE LLC,94,15,0,0,57,"SLEEVE, FASTENER",2024-09-17 5:04
6098,F_01241815-102.02,"BUSHING, LOWER MOUNT",ATLAS AIR COMPONENTS,89,85,0,0,32,"PLATE, MOUNTING",2024-09-17 5:04
6100,F_M0139823.-,"AXLE, MAIN DRIVE",NOVA AEROSPACE SYSTEMS,0,59,0,0,83,"RETAINER, SPRING",2024-09-17 5:04
6102,F_1719897.B,"PIN, ROTATION",SKYWORKS SOLUTIONS,36,54,0,0,80,"TUBE, FLOW CONTROL",2024-09-17 5:04
6104,F_01340375-002.02,"DISK, ROTOR",TERA TECHNOLOGIES LTD.,0,91,0,0,93,"PIN, LOCKING",2024-09-17 5:04
6108,F_FAB-1996.B,"SLEEVE, MAIN SPINDLE",PHOENIX AVIATION CORP.,0,79,0,0,60,"ARM, STABILIZER",2024-09-17 5:04
6113,F_ADC73220Y5D2.A,"BOLT, LOWER MOUNT",HORIZON ELECTRICAL SYSTEMS,60,59,0,0,67,"CONNECTOR, LINK",2024-09-17 5:04
6118,F_AEC54820Y1D2.B,"SEAL, BEARING N.D.E.",STARLINE AEROSPACE LLC,92,41,0,0,29,"CLAMP, PRESSURE",2024-09-17 5:04
6123,F_01342013-001.02,"FRAME, MAIN INSPECTION UNIT",VENTURE AEROSPACE GMBH,45,72,0,0,55,"COVER, MAIN ASSEMBLY",2024-09-17 5:04
6126,F_01241871-001.03,"CLIP, LOCK",SKYWORKS SOLUTIONS,55,36,0,0,23,"CORE, STATOR",2024-09-17 5:04
6134,D_FAB-1074.B,"WASHER-SPLINED, DRIVE LINK",ATLAS AIR COMPONENTS,64,23,0,0,54,"BOLT, UPPER ARM",2024-09-17 5:04
6135,F_01241885-001.02,"BRACKET, SUPPORT",TERA TECHNOLOGIES LTD.,39,45,0,0,23,"GASKET, SEAL N.E.S.",2024-09-17 5:04
6138,F_6008-30-18.C,"ROD, ROTOR",NEXUS AIRCRAFT SYSTEMS,0,66,0,0,48,"FRAME, PRIMARY INSP UNIT",2024-09-17 5:04
6141,F_01241815-002.01,"WASHER, FIXTURE",PHOENIX AVIATION CORP.,78,85,0,0,69,"CLIP, RETENTION",2024-09-17 5:04
6146,F_001-MDWG-000582.A,"PANEL, MIDSECTION",VECTOR AEROSPACE LTD.,0,39,0,0,59,"DISK, ROTATION",2024-09-17 5:04
6153,F_01241815-002.01,OPERATIONS,COSMOS AERONAUTICS INC.,0,68,0,0,83,"RING, FASTENER",2024-09-17 5:04
6157,F_1725732.-,"GROMMET, BUFFER",SKYLINE AEROSPACE SP. Z O.O.,0,98,0,0,4,"BRACKET, SUPPORT",2024-09-17 5:04
6161,F_ADC757163D2.-,"RETAINER, WASHER",STARLINE AEROSPACE LLC,0,70,0,0,88,"PIN, ALIGNMENT",2024-09-17 5:04
6170,F_AEC757164D1M.A,"WASHER-SPLINED, DRIVE LINK",PHOENIX AVIATION CORP.,6,69,0,0,66,"PLATE, MIDSECTION",2024-09-17 5:04
6195,F_272W6160-106.A_RWK,"CAP, END STOP",HORIZON ELECTRICAL SYSTEMS,0,6,0,0,55,TASKS,2024-09-17 5:04
6199,F_M0140613.-,"PLUG, END CAP",AURORA AIR SYSTEMS,80,66,2,0,57,"GROMMET, BUFFER",2024-09-17 5:04
6223,F_AEC52612Y5D1MT.-,"PIN, ROTOR SHAFT",COSMOS AERONAUTICS INC.,88,90,0,0,56,"SEAL, CUSHION",2024-09-17 5:04
6231,F_01542497-012M.01,"STUD, ROTOR ALIGNMENT",VECTOR AEROSPACE LTD.,35,85,0,0,53,"CLIP, FIXTURE",2024-09-17 5:04
6238,F_68A412711-1001.B,"TENSION BUMPER, SIZE 10",AURORA AIR SYSTEMS,68,91,0,0,76,"COVER, ASSEMBLY",2024-09-17 5:04
6240,F_6008-30-18.C,"WASHER, SUPPORT",ATLAS AIR COMPONENTS,0,76,0,0,67,"GEAR, TRANSMISSION",2024-09-17 5:04
6246,F_01342013-001M10.02,"DOME, UPPER MACHINING",SKYLINE AEROSPACE SP. Z O.O.,97,8,2,0,48,"MODULE, CONNECTION",2024-09-17 5:04
6247,F_001-MDWG-000582.A,"RING, LOCKING MECHANISM",NOVA AEROSPACE SYSTEMS,66,63,0,0,96,"STUD, ALIGNMENT",2024-09-17 5:04
6251,D_01141825-002.01,"TUBE, CHAMBER FLOW",VECTOR AEROSPACE LTD.,17,64,0,0,2,"CAP, LOCK",2024-09-17 5:04
6253,F_721Z3394-51.B,"WASHER, RETENTION PLATE",STARLINE AEROSPACE LLC,76,36,0,0,78,"PIN, ANCHOR",2024-09-17 5:04
6264,F_ADC44112D21.E,"SHAFT, GEAR DRIVE",COSMOS AERONAUTICS INC.,47,76,0,0,52,"SPACER, UPPER BRACE",2024-09-17 5:04
6273,F_01241815-002.01,"BEARING, PLATE MOUNT",SKYLINE AEROSPACE SP. Z O.O.,0,72,0,0,11,"ROD, GUIDE",2024-09-17 5:04
6275,F_01340365-003.01,"SHAFT, ROTOR ASSEMBLY",NEXUS AIRCRAFT SYSTEMS,0,4,0,0,79,"BEARING, SUPPORT",2024-09-17 5:04
6289,F_7006527.A,"PLUG, ROTOR SEAL",VENTURE AEROSPACE GMBH,0,98,0,0,16,"SCREW, LOCKING",2024-09-17 5:04
6301,F_01141801-006.07,"BEARING, LOWER SPINDLE",SKYWORKS SOLUTIONS,0,87,0,0,51,"RIVET, MOUNTING",2024-09-17 5:04
6309,D_01140378-002.05,"BRACKET, TORSION LINK",TERA TECHNOLOGIES LTD.,96,46,0,0,84,"PLUG, END CAP",2024-09-17 5:04
6321,F_01140378-005.01,"NUT, BEARING SPACER",VECTOR AEROSPACE LTD.,46,80,0,0,17,"BRACE, STABILIZER",2024-09-17 5:04
6324,D_01140378-002.05,"WASHER-SPLINED, ALIGNMENT",NOVA AEROSPACE SYSTEMS,43,37,0,0,45,"COUPLER, SHAFT",2024-09-17 5:04
6331,F_01340365-003.01,"HOUSING, BEARING COVER",AURORA AIR SYSTEMS,0,21,0,0,90,"WHEEL, TORSION",2024-09-17 5:04
6333,F_01140368-018.01,"WASHER, CONTROL FIXTURE",PHOENIX AVIATION CORP.,24,16,0,0,95,"CONNECTOR, MAIN ASSY",2024-09-17 5:04
6336,F_002-MDWG-000764.B,"PLATE, ROTOR GUIDE",HORIZON ELECTRICAL SYSTEMS,0,90,0,0,69,"CLAMP, RETENTION",2024-09-17 5:04
6340,F_01340681-001.01,"SPRING, ROTOR STABILIZER",STARLINE AEROSPACE LLC,0,90,0,0,98,"LINK, CONTROL",2024-09-17 5:04
6341,F_1725819.A,"BUSHING, LOWER MOUNT",ATLAS AIR COMPONENTS,14,43,0,0,81,"FLANGE, SEALING",2024-09-17 5:04
6351,F_162A1351-1.AB_RWK,"AXLE, MAIN DRIVE",NOVA AEROSPACE SYSTEMS,0,78,0,0,61,"BRACKET, MOUNT",2024-09-17 5:04
6355,F_01341002-001.01,"PIN, ROTATION",SKYWORKS SOLUTIONS,0,72,0,0,26,"GUIDE, SLIDE",2024-09-17 5:04
6356,F_01341003-001.01,"DISK, ROTOR",TERA TECHNOLOGIES LTD.,79,12,0,0,92,"CLIP, HOLDING",2024-09-17 5:04
6364,F_01241801-001.05,"SLEEVE, MAIN SPINDLE",PHOENIX AVIATION CORP.,65,99,0,0,59,"BRUSH, CONTACT",2024-09-17 5:04
6381,F_01141825-502.02,"BOLT, LOWER MOUNT",HORIZON ELECTRICAL SYSTEMS,4,64,0,0,75,"TUBE, EXTENSION",2024-09-17 5:04
6402,F_01241825-004.02,"SEAL, BEARING N.D.E.",STARLINE AEROSPACE LLC,0,88,0,0,41,"SHIELD, PROTECTIVE",2024-09-17 5:04
6405,F_01340365-009.01,"FRAME, MAIN INSPECTION UNIT",VENTURE AEROSPACE GMBH,2,42,0,0,53,"BUSHING, INTERLOCK",2024-09-17 5:04
6407,F_01340365-012.01,"CLIP, LOCK",SKYWORKS SOLUTIONS,0,6,0,0,6,"BOLT, TENSION",2024-09-17 5:04
6412,F_01241871-001.04,"WASHER-SPLINED, DRIVE LINK",ATLAS AIR COMPONENTS,0,77,0,0,10,"BRACE, LOWER SUPPORT",2024-09-17 5:04
6421,F_01340365-006.01,"BRACKET, SUPPORT",TERA TECHNOLOGIES LTD.,0,88,0,0,91,"HOOK, FASTENER",2024-09-17 5:04
6428,F_B1316-06022.C000,"ROD, ROTOR",NEXUS AIRCRAFT SYSTEMS,89,16,0,0,79,"PIN, RETENTION",2024-09-17 5:04
6446,F_829537.-,"WASHER, FIXTURE",PHOENIX AVIATION CORP.,34,31,0,0,1,"PLATE, LOCKING",2024-09-17 5:04
6447,F_2144M5451-3M1.AA,"PANEL, MIDSECTION",VECTOR AEROSPACE LTD.,93,62,0,2,15,"SCREW, TORSION",2024-09-17 5:04
6451,F_01241861-001.03,OPERATIONS,COSMOS AERONAUTICS INC.,0,44,0,0,43,"GASKET, FLUID SEAL",2024-09-17 5:04
6459,F_2144M5294-3M1.AA,"GROMMET, BUFFER",SKYLINE AEROSPACE SP. Z O.O.,45,88,0,0,67,"KNOB, ADJUSTMENT",2024-09-17 5:04
6468,F_002-MDWG-000461.A,"RETAINER, WASHER",STARLINE AEROSPACE LLC,53,62,0,0,80,"SPRING, RETURN",2024-09-17 5:04
6476,F_2143M6508-3M1.AA,"WASHER-SPLINED, DRIVE LINK",PHOENIX AVIATION CORP.,21,93,0,0,97,"ROD, CONNECTOR",2024-09-17 5:04
6492,F_721Z3341-211.NC,"CAP, END STOP",HORIZON ELECTRICAL SYSTEMS,89,41,0,0,5,"PAD, CUSHION",2024-09-17 5:04
6495,F_001-MDWG-000579.C,"PLUG, END CAP",AURORA AIR SYSTEMS,28,42,0,0,3,"STUD, RETAINER",2024-09-17 5:04
6496,F_01340681-001.01,"PIN, ROTOR SHAFT",COSMOS AERONAUTICS INC.,69,66,0,0,10,"FRAME, SECONDARY UNIT",2024-09-17 5:04
6500,F_43721-200.A,"STUD, ROTOR ALIGNMENT",VECTOR AEROSPACE LTD.,1,83,0,0,68,"BLADE, ROTARY",2024-09-17 5:04
6512,F_ADC44112D21.E,"TENSION BUMPER, SIZE 11",AURORA AIR SYSTEMS,0,31,0,0,73,"CLAMP, ALIGNMENT",2024-09-17 5:04
6514,F_81711813.2,"WASHER, SUPPORT",ATLAS AIR COMPONENTS,0,66,0,0,43,"RING, SEAL",2024-09-17 5:04
6515,F_81711813.2,"DOME, UPPER MACHINING",SKYLINE AEROSPACE SP. Z O.O.,0,57,0,0,12,"BEARING, ROTATION",2024-09-17 5:04
6532,F_01241801-003.02,"RING, LOCKING MECHANISM",NOVA AEROSPACE SYSTEMS,97,65,0,0,78,"PANEL, SUPPORT",2024-09-17 5:04
6535,F_ADC757163D2.-,"TUBE, CHAMBER FLOW",VECTOR AEROSPACE LTD.,72,31,0,0,56,"BUSHING, TENSION",2024-09-17 5:04
6536,F_01340365-006.01,"WASHER, RETENTION PLATE",STARLINE AEROSPACE LLC,0,30,0,0,97,"HANDLE, LEVER",2024-09-17 5:04
6553,F_2010122-1.A3,"SHAFT, GEAR DRIVE",COSMOS AERONAUTICS INC.,86,37,0,0,70,"SLEEVE, FASTENER",2024-09-17 5:04
6558,F_01140365-020.01,"BEARING, PLATE MOUNT",SKYLINE AEROSPACE SP. Z O.O.,0,81,0,0,93,"PLATE, MOUNTING",2024-09-17 5:04
6563,F_981R312.C,"SHAFT, ROTOR ASSEMBLY",NEXUS AIRCRAFT SYSTEMS,85,54,0,0,36,"RETAINER, SPRING",2024-09-17 5:04
6565,F_01340365-006.01,"PLUG, ROTOR SEAL",VENTURE AEROSPACE GMBH,0,86,0,0,25,"TUBE, FLOW CONTROL",2024-09-17 5:04
6567,F_1725819.A,"BEARING, LOWER SPINDLE",SKYWORKS SOLUTIONS,0,83,0,0,83,"PIN, LOCKING",2024-09-17 5:04
6569,F_1725835.A,"BRACKET, TORSION LINK",TERA TECHNOLOGIES LTD.,80,76,0,0,82,"ARM, STABILIZER",2024-09-17 5:04
6579,F_844233.-,"NUT, BEARING SPACER",VECTOR AEROSPACE LTD.,0,81,0,0,70,"CONNECTOR, LINK",2024-09-17 5:04
6580,F_1725576.A,"WASHER-SPLINED, ALIGNMENT",NOVA AEROSPACE SYSTEMS,48,15,0,0,81,"CLAMP, PRESSURE",2024-09-17 5:04
6583,F_C2M4602CA002.A,"HOUSING, BEARING COVER",AURORA AIR SYSTEMS,0,37,0,0,51,"COVER, MAIN ASSEMBLY",2024-09-17 5:04
6584,F_01140378-502.03,"WASHER, CONTROL FIXTURE",PHOENIX AVIATION CORP.,0,48,0,0,53,"CORE, STATOR",2024-09-17 5:04
6588,F_01241801-003.02,"PLATE, ROTOR GUIDE",HORIZON ELECTRICAL SYSTEMS,0,43,0,0,60,"BOLT, UPPER ARM",2024-09-17 5:04
6599,F_1725732.-,"SPRING, ROTOR STABILIZER",STARLINE AEROSPACE LLC,87,82,0,0,83,"GASKET, SEAL N.E.S.",2024-09-17 5:04
6610,F_01241815-003.02,"BUSHING, LOWER MOUNT",ATLAS AIR COMPONENTS,0,36,0,0,2,"FRAME, PRIMARY INSP UNIT",2024-09-17 5:04
6612,D_6008-80-18.C,"AXLE, MAIN DRIVE",NOVA AEROSPACE SYSTEMS,54,9,0,0,47,"CLIP, RETENTION",2024-09-17 5:04
6614,F_01241825-004.03,"PIN, ROTATION",SKYWORKS SOLUTIONS,0,6,0,0,31,"DISK, ROTATION",2024-09-17 5:04
6619,F_16973-BEL.C,"DISK, ROTOR",TERA TECHNOLOGIES LTD.,0,12,0,0,24,"RING, FASTENER",2024-09-17 5:04
6621,F_01600006-011.05,"SLEEVE, MAIN SPINDLE",PHOENIX AVIATION CORP.,0,82,0,0,91,"BRACKET, SUPPORT",2024-09-17 5:04
6630,F_001-MDWG-000579.C,"BOLT, LOWER MOUNT",HORIZON ELECTRICAL SYSTEMS,10,5,0,0,92,"PIN, ALIGNMENT",2024-09-17 5:04
6647,F_829592-1.B,"SEAL, BEARING N.D.E.",STARLINE AEROSPACE LLC,41,66,0,0,35,"PLATE, MIDSECTION",2024-09-17 5:04
6650,F_01600006-070.09,"FRAME, MAIN INSPECTION UNIT",VENTURE AEROSPACE GMBH,44,83,0,0,13,TASKS,2024-09-17 5:04
6652,F_006-MDWG-000040.E,"CLIP, LOCK",SKYWORKS SOLUTIONS,69,23,0,0,48,"GROMMET, BUFFER",2024-09-17 5:04
6654,F_67132-101PP.B,"WASHER-SPLINED, DRIVE LINK",ATLAS AIR COMPONENTS,0,79,0,0,16,"SEAL, CUSHION",2024-09-17 5:04
6669,F_1201-23102-801.-,"BRACKET, SUPPORT",TERA TECHNOLOGIES LTD.,0,34,0,0,6,"CLIP, FIXTURE",2024-09-17 5:04
6676,F_01140378-502.03_RWK,"ROD, ROTOR",NEXUS AIRCRAFT SYSTEMS,82,63,0,0,31,"COVER, ASSEMBLY",2024-09-17 5:04
6677,F_01140378-502.03,"WASHER, FIXTURE",PHOENIX AVIATION CORP.,0,3,0,0,59,"GEAR, TRANSMISSION",2024-09-17 5:04
6681,F_01241871-001.05,"PANEL, MIDSECTION",VECTOR AEROSPACE LTD.,0,98,0,0,19,"MODULE, CONNECTION",2024-09-17 5:04
6682,F_01241871-001.05,OPERATIONS,COSMOS AERONAUTICS INC.,0,13,0,0,6,"STUD, ALIGNMENT",2024-09-17 5:04
6684,D_01141825-002.02,"GROMMET, BUFFER",SKYLINE AEROSPACE SP. Z O.O.,0,51,0,0,16,"CAP, LOCK",2024-09-17 5:04
6688,F_622731.P1,"RETAINER, WASHER",STARLINE AEROSPACE LLC,57,69,0,0,98,"PIN, ANCHOR",2024-09-17 5:04
6689,F_622732.P1,"WASHER-SPLINED, DRIVE LINK",PHOENIX AVIATION CORP.,0,75,0,0,45,"SPACER, UPPER BRACE",2024-09-17 5:04
6690,F_622695.P3,"CAP, END STOP",HORIZON ELECTRICAL SYSTEMS,92,67,0,0,5,"ROD, GUIDE",2024-09-17 5:04
6694,F_001-MDWG-000579.C,"PLUG, END CAP",AURORA AIR SYSTEMS,0,41,0,0,3,"BEARING, SUPPORT",2024-09-17 5:04
6695,F_43721-200.A,"PIN, ROTOR SHAFT",COSMOS AERONAUTICS INC.,0,7,0,0,72,"SCREW, LOCKING",2024-09-17 5:04
6699,F_219327.B,"STUD, ROTOR ALIGNMENT",VECTOR AEROSPACE LTD.,0,67,0,0,83,"RIVET, MOUNTING",2024-09-17 5:04
6703,F_01600006-070.09,"TENSION BUMPER, SIZE 12",AURORA AIR SYSTEMS,0,69,0,0,44,"PLUG, END CAP",2024-09-17 5:04
6706,D_B1316-05128.A000,"WASHER, SUPPORT",ATLAS AIR COMPONENTS,0,30,0,0,46,"BRACE, STABILIZER",2024-09-17 5:04
6707,F_51212-1.AD,"DOME, UPPER MACHINING",SKYLINE AEROSPACE SP. Z O.O.,98,55,0,0,19,"COUPLER, SHAFT",2024-09-17 5:04
6709,F_01365720-003.03,"RING, LOCKING MECHANISM",NOVA AEROSPACE SYSTEMS,48,53,0,0,97,"WHEEL, TORSION",2024-09-17 5:04
6718,F_621574.P0,"TUBE, CHAMBER FLOW",VECTOR AEROSPACE LTD.,0,14,0,0,54,"CONNECTOR, MAIN ASSY",2024-09-17 5:04
6727,F_01340375-008.01,"WASHER, RETENTION PLATE",STARLINE AEROSPACE LLC,2,34,0,0,25,"CLAMP, RETENTION",2024-09-17 5:04
6734,F_01340681-001.03,"SHAFT, GEAR DRIVE",COSMOS AERONAUTICS INC.,0,58,0,0,90,"LINK, CONTROL",2024-09-17 5:04
6735,F_01340365-006.01,"BEARING, PLATE MOUNT",SKYLINE AEROSPACE SP. Z O.O.,80,31,0,0,55,"FLANGE, SEALING",2024-09-17 5:04
6738,F_01241861-001.04,"SHAFT, ROTOR ASSEMBLY",NEXUS AIRCRAFT SYSTEMS,5,28,0,0,88,"BRACKET, MOUNT",2024-09-17 5:04
6739,F_01241861-001.04,"PLUG, ROTOR SEAL",VENTURE AEROSPACE GMBH,0,58,0,0,81,"GUIDE, SLIDE",2024-09-17 5:04
6742,F_01340368-043.01,"BEARING, LOWER SPINDLE",SKYWORKS SOLUTIONS,0,14,0,0,81,"CLIP, HOLDING",2024-09-17 5:04
6744,F_01241802-003.02,"BRACKET, TORSION LINK",TERA TECHNOLOGIES LTD.,0,48,0,0,2,"BRUSH, CONTACT",2024-09-17 5:04
6748,F_01140368-017.06,"NUT, BEARING SPACER",VECTOR AEROSPACE LTD.,0,93,0,0,24,"TUBE, EXTENSION",2024-09-17 5:04
6757,F_002-MDWG-000764.B,"WASHER-SPLINED, ALIGNMENT",NOVA AEROSPACE SYSTEMS,2,74,0,0,47,"SHIELD, PROTECTIVE",2024-09-17 5:04
6758,F_001-MDWG-000579.C,"HOUSING, BEARING COVER",AURORA AIR SYSTEMS,0,78,0,0,84,"BUSHING, INTERLOCK",2024-09-17 5:04
6761,F_01340345-006.01,"WASHER, CONTROL FIXTURE",PHOENIX AVIATION CORP.,28,21,0,0,10,"BOLT, TENSION",2024-09-17 5:04
6763,F_002-MDWG-000457.A,"PLATE, ROTOR GUIDE",HORIZON ELECTRICAL SYSTEMS,98,73,0,0,0,"BRACE, LOWER SUPPORT",2024-09-17 5:04
6770,F_01241825-004.03,"SPRING, ROTOR STABILIZER",STARLINE AEROSPACE LLC,45,85,0,0,72,"HOOK, FASTENER",2024-09-17 5:04
6775,D_01140378-002.05,"BUSHING, LOWER MOUNT",ATLAS AIR COMPONENTS,9,61,0,0,69,"PIN, RETENTION",2024-09-17 5:04
6785,F_01241815-003.02,"AXLE, MAIN DRIVE",NOVA AEROSPACE SYSTEMS,0,68,0,0,38,"PLATE, LOCKING",2024-09-17 5:04
6786,F_001-MDWG-000580.B,"PIN, ROTATION",SKYWORKS SOLUTIONS,95,4,0,0,47,"SCREW, TORSION",2024-09-17 5:04
6787,F_002-MDWG-000455.A,"DISK, ROTOR",TERA TECHNOLOGIES LTD.,1,79,0,0,100,"GASKET, FLUID SEAL",2024-09-17 5:04
6789,F_01340375-008.01,"SLEEVE, MAIN SPINDLE",PHOENIX AVIATION CORP.,0,64,0,0,46,"KNOB, ADJUSTMENT",2024-09-17 5:04
6793,F_GA02361600403-801.C,"BOLT, LOWER MOUNT",HORIZON ELECTRICAL SYSTEMS,0,33,0,0,89,"SPRING, RETURN",2024-09-17 5:04
6795,F_01340375-008.01,"SEAL, BEARING N.D.E.",STARLINE AEROSPACE LLC,83,12,0,0,41,"ROD, CONNECTOR",2024-09-17 5:04
6802,F_002-MDWG-000845.A,"FRAME, MAIN INSPECTION UNIT",VENTURE AEROSPACE GMBH,0,75,0,0,79,"PAD, CUSHION",2024-09-17 5:04
6806,F_H2164-159.B,"CLIP, LOCK",SKYWORKS SOLUTIONS,23,35,0,0,49,"STUD, RETAINER",2024-09-17 5:04
6823,F_01241801-003.02,"WASHER-SPLINED, DRIVE LINK",ATLAS AIR COMPONENTS,50,69,0,0,48,"FRAME, SECONDARY UNIT",2024-09-17 5:04
6838,F_1716911.D,"BRACKET, SUPPORT",TERA TECHNOLOGIES LTD.,98,79,0,0,6,"BLADE, ROTARY",2024-09-17 5:04
6839,F_1720801.A,"ROD, ROTOR",NEXUS AIRCRAFT SYSTEMS,0,33,0,0,41,"CLAMP, ALIGNMENT",2024-09-17 5:04
6844,F_01340375-008.01,"WASHER, FIXTURE",PHOENIX AVIATION CORP.,54,58,0,0,13,"RING, SEAL",2024-09-17 5:04
6845,F_002-MDWG-000764.B,"PANEL, MIDSECTION",VECTOR AEROSPACE LTD.,0,5,0,0,61,"BEARING, ROTATION",2024-09-17 5:04
6853,F_1725419.A,OPERATIONS,COSMOS AERONAUTICS INC.,0,52,0,0,49,"PANEL, SUPPORT",2024-09-17 5:04
6863,F_137373+.04,"GROMMET, BUFFER",SKYLINE AEROSPACE SP. Z O.O.,68,81,0,0,36,"BUSHING, TENSION",2024-09-17 5:04
6867,F_01241801-003.02,"RETAINER, WASHER",STARLINE AEROSPACE LLC,30,54,0,0,44,"HANDLE, LEVER",2024-09-17 5:04
6869,F_219075.C,"WASHER-SPLINED, DRIVE LINK",PHOENIX AVIATION CORP.,34,19,0,0,1,"SLEEVE, FASTENER",2024-09-17 5:04
6870,F_217575.-,"CAP, END STOP",HORIZON ELECTRICAL SYSTEMS,72,18,0,0,66,"PLATE, MOUNTING",2024-09-17 5:04
6875,F_ADC73220Y5D2.A_RWK,"PLUG, END CAP",AURORA AIR SYSTEMS,0,23,0,0,39,"RETAINER, SPRING",2024-09-17 5:04
6876,F_ADC73220Y5D2.A,"PIN, ROTOR SHAFT",COSMOS AERONAUTICS INC.,65,60,0,0,87,"TUBE, FLOW CONTROL",2024-09-17 5:04
6879,D_B1316-05128.A000,"STUD, ROTOR ALIGNMENT",VECTOR AEROSPACE LTD.,46,36,0,0,68,"PIN, LOCKING",2024-09-17 5:04
6880,F_01141825-502.02,"TENSION BUMPER, SIZE 13",AURORA AIR SYSTEMS,63,1,0,0,65,"ARM, STABILIZER",2024-09-17 5:04
6884,F_01140368-018.01,"WASHER, SUPPORT",ATLAS AIR COMPONENTS,66,39,0,0,14,"CONNECTOR, LINK",2024-09-17 5:04
