wo_num,in_quality,part_num,description,qty,date,progress,mrb,mrb_qty,mrb_date,timestamp
6093,0,F_11234401-011.02,"PLATE, ROTOR GUIDE",N/A,N/A,N/A,TRUE,2,11/01/2021 14:24:12,2024-09-19 7:14
6097,0,F_11234401-011.02,"SPRING, ROTOR STABILIZER",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6098,0,F_1075377.V04,"BUSHING, LOWER MOUNT",N/A,N/A,N/A,TRUE,2,10/05/2021 12:19:51,2024-09-19 7:14
6100,0,F_04P513455-7.A000,"AXLE, MAIN DRIVE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6102,0,F_01854707-001.01,"PIN, ROTATION",N/A,N/A,N/A,TRUE,1,11/04/2022 17:31:55,2024-09-19 7:14
6104,0,F_01340345-006.02,"DISK, ROTOR",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6108,0,F_001-MDWG-000579.D,"SLEEVE, MAIN SPINDLE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6113,0,F_001-MDWG-000582.A,"BOLT, LOWER MOUNT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6118,0,F_11234402-011.03,"SEAL, BEARING N.D.E.",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6123,0,F_AEC757164D1M.A,"FRAME, MAIN INSPECTION UNIT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6126,1,F_2143M5425-1.AB,"CLIP, LOCK",1,2021-10-05,14/21,TRUE,1,10/05/2021 14:32:17,2024-09-19 7:14
6134,0,F_002-MDWG-000461.A,"WASHER-SPLINED, DRIVE LINK",N/A,N/A,N/A,TRUE,1,10/04/2021 12:00:21,2024-09-19 7:14
6135,0,F_002-MDWG-000464.A,"BRACKET, SUPPORT",N/A,N/A,N/A,TRUE,1,10/18/2021 16:06:22,2024-09-19 7:14
6138,0,F_01732800-002.02,"ROD, ROTOR",N/A,N/A,N/A,TRUE,1,02/10/2022 16:09:56,2024-09-19 7:14
6141,0,F_11234402-011.03,"WASHER, FIXTURE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6146,1,F_11234402-011.03,"PANEL, MIDSECTION",1,2021-12-05,14-Jun,TRUE,1,12/02/2021 13:41:44,2024-09-19 7:14
6153,0,F_01340365-005.01,OPERATIONS,N/A,N/A,N/A,TRUE,1,10/25/2021 15:59:16,2024-09-19 7:14
6157,0,F_AEC757164D1M.A,"GROMMET, BUFFER",N/A,N/A,N/A,TRUE,1,01/14/2022 16:01:35,2024-09-19 7:14
6161,0,F_04P512846-7.A000,"RETAINER, WASHER",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6170,0,F_11234402-017.02,"WASHER-SPLINED, DRIVE LINK",N/A,N/A,N/A,TRUE,1,03/25/2022 10:50:20,2024-09-19 7:14
6195,0,F_51309-1.AD,"CAP, END STOP",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6199,0,F_11234401-017.02,"PLUG, END CAP",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6223,0,F_11234401-017.02,"PIN, ROTOR SHAFT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6231,2,F_002-MDWG-000764.B,"STUD, ROTOR ALIGNMENT",1,No Completion Confirmation,14/15,FALSE,0,N/A,2024-09-19 7:14
6238,0,F_01813899-001.02,"TENSION BUMPER, SIZE 10",N/A,N/A,N/A,TRUE,1,12/13/2021 10:59:49,2024-09-19 7:14
6240,0,F_01340368-043.04,"WASHER, SUPPORT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6246,2,F_002-MDWG-000764.B,"DOME, UPPER MACHINING",4,No Completion Confirmation,17/18,FALSE,0,N/A,2024-09-19 7:14
6247,1,F_AEC757164D1M.A,"AXLE, MAIN DRIVE",3,2021-12-19,14-Jun,TRUE,3,12/06/2021 13:30:16,2024-09-19 7:14
6251,0,F_H2164-159.B,"PIN, ROTATION",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6253,0,F_003-MDWG-000065.A,"DISK, ROTOR",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6264,0,F_01241801-003.03,"SLEEVE, MAIN SPINDLE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6273,0,F_Y46099A-00.01,"BOLT, LOWER MOUNT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6275,0,F_Y46117A-00.01,"SEAL, BEARING N.D.E.",N/A,N/A,N/A,TRUE,1,11/22/2021 09:55:28,2024-09-19 7:14
6289,0,F_51212-1.AD,"FRAME, MAIN INSPECTION UNIT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6301,0,F_11234402-017.02,"CLIP, LOCK",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6309,2,F_01140378-013.01,"WASHER-SPLINED, DRIVE LINK",1,2022-01-17,15/16,FALSE,0,N/A,2024-09-19 7:14
6321,0,F_161A1216-1.AD,"BRACKET, SUPPORT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6324,0,F_002-MDWG-000457.A,"ROD, ROTOR",N/A,N/A,N/A,TRUE,1,02/08/2022 11:52:50,2024-09-19 7:14
6331,0,F_002-MDWG-000457.A,"WASHER, FIXTURE",N/A,N/A,N/A,TRUE,1,11/22/2021 09:33:43,2024-09-19 7:14
6333,0,F_001-MDWG-000583.A,"PANEL, MIDSECTION",N/A,N/A,N/A,TRUE,1,12/29/2021 10:58:49,2024-09-19 7:14
6336,0,F_00392971-004.C,OPERATIONS,N/A,N/A,N/A,TRUE,1,11/26/2021 08:58:49,2024-09-19 7:14
6340,0,F_00392971-001.D,"GROMMET, BUFFER",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6341,1,F_01759348-010.03,"RETAINER, WASHER",1,2022-04-10,24-Aug,FALSE,0,N/A,2024-09-19 7:14
6351,0,F_01600050-015.02,"WASHER-SPLINED, DRIVE LINK",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6355,0,F_1118099.V03,"CAP, END STOP",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6356,0,F_001-MDWG-000582.A,"PLUG, END CAP",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6364,0,F_01732800-002.02,"PIN, ROTOR SHAFT",N/A,N/A,N/A,TRUE,2,12/01/2021 14:13:51,2024-09-19 7:14
6381,0,F_01732800-002.02,"STUD, ROTOR ALIGNMENT",N/A,N/A,N/A,TRUE,1,12/08/2021 15:19:18,2024-09-19 7:14
6402,0,F_01732800-002.02,"TENSION BUMPER, SIZE 6",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6405,0,F_01241860-108.01,"WASHER, SUPPORT",N/A,N/A,N/A,TRUE,1,02/04/2022 08:02:09,2024-09-19 7:14
6407,0,F_11234401-017.02,"DOME, UPPER MACHINING",N/A,N/A,N/A,TRUE,1,03/18/2022 07:01:36,2024-09-19 7:14
6412,0,F_ADC757163D2.-,"RING, LOCKING MECHANISM",N/A,N/A,N/A,TRUE,1,05/11/2022 10:56:35,2024-09-19 7:14
6421,0,F_01241870-104.03,"TUBE, CHAMBER FLOW",N/A,N/A,N/A,TRUE,1,03/18/2022 06:45:57,2024-09-19 7:14
6428,0,F_01241880-102.02,"WASHER, RETENTION PLATE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6446,0,F_01241890-103.01,"SHAFT, GEAR DRIVE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6447,0,F_11234402-017.02,"BEARING, PLATE MOUNT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6451,0,F_04P512846-7.A000,"SHAFT, ROTOR ASSEMBLY",N/A,N/A,N/A,TRUE,1,01/27/2022 08:27:09,2024-09-19 7:14
6459,0,F_04P512846-7.A000,"PLUG, ROTOR SEAL",N/A,N/A,N/A,TRUE,1,03/28/2022 09:19:47,2024-09-19 7:14
6468,0,F_04P512846-7.A000,"BEARING, LOWER SPINDLE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6476,0,F_04P512846-7.A000,"BRACKET, TORSION LINK",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6492,1,F_003-MDWG-000065.A,"NUT, BEARING SPACER",1,2022-07-31,10-May,FALSE,0,N/A,2024-09-19 7:14
6495,0,F_003-MDWG-000065.A,"WASHER-SPLINED, ALIGNMENT",N/A,N/A,N/A,TRUE,1,02/15/2022 15:51:35,2024-09-19 7:14
6496,0,F_11234402-017.02,"HOUSING, BEARING COVER",N/A,N/A,N/A,TRUE,2,02/14/2022 07:58:55,2024-09-19 7:14
6500,0,F_11234402-017.02,"WASHER, CONTROL FIXTURE",N/A,N/A,N/A,TRUE,4,04/04/2022 16:58:34,2024-09-19 7:14
6512,0,F_11234402-017.02,"PLATE, ROTOR GUIDE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6514,2,F_7003036.E,"SPRING, ROTOR STABILIZER",1,2022-02-09,03-Feb,FALSE,0,N/A,2024-09-19 7:14
6515,2,F_7003036.E,"BUSHING, LOWER MOUNT",6,2022-01-19,22-Feb,FALSE,0,N/A,2024-09-19 7:14
6532,0,F_01340365-005.01,"AXLE, MAIN DRIVE",N/A,N/A,N/A,TRUE,1,01/31/2022 16:01:01,2024-09-19 7:14
6535,0,F_1719595.F,"PIN, ROTATION",N/A,N/A,N/A,TRUE,1,05/06/2022 14:22:50,2024-09-19 7:14
6536,0,F_1719897.B,"DISK, ROTOR",N/A,N/A,N/A,TRUE,2,03/08/2022 11:32:29,2024-09-19 7:14
6553,0,F_01759348-010.03,"SLEEVE, MAIN SPINDLE",N/A,N/A,N/A,TRUE,13,09/20/2022 14:40:30,2024-09-19 7:14
6558,2,F_11234402-011.03,"BOLT, LOWER MOUNT",2,2022-04-03,18-Dec,FALSE,0,N/A,2024-09-19 7:14
6563,0,F_11234402-011.03,"SEAL, BEARING N.D.E.",N/A,N/A,N/A,TRUE,1,02/10/2022 09:34:39,2024-09-19 7:14
6565,0,F_11234402-011.03,"FRAME, MAIN INSPECTION UNIT",N/A,N/A,N/A,TRUE,1,03/14/2022 14:18:20,2024-09-19 7:14
6567,0,F_002-MDWG-000764.B,"CLIP, LOCK",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6569,0,F_01340368-043.04,"WASHER-SPLINED, DRIVE LINK",N/A,N/A,N/A,TRUE,1,04/19/2022 08:18:27,2024-09-19 7:14
6579,0,F_B1316-06022.C001,"BRACKET, SUPPORT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6580,0,F_002-MDWG-000461.A,"ROD, ROTOR",N/A,N/A,N/A,TRUE,2,03/31/2022 08:53:24,2024-09-19 7:14
6583,0,F_01241801-003.04,"WASHER, FIXTURE",N/A,N/A,N/A,TRUE,1,05/13/2022 15:00:37,2024-09-19 7:14
6584,0,F_01385055-526.06,"PANEL, MIDSECTION",N/A,N/A,N/A,TRUE,1,06/10/2022 16:40:44,2024-09-19 7:14
6588,0,F_2143M6508-3M1.AA,OPERATIONS,N/A,N/A,N/A,TRUE,1,05/05/2022 10:53:30,2024-09-19 7:14
6599,0,F_87P528225-7.A000-PRE,"GROMMET, BUFFER",N/A,N/A,N/A,TRUE,2,04/20/2022 08:09:37,2024-09-19 7:14
6610,0,F_1719897.B,"RETAINER, WASHER",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6612,2,F_01600018-570.02,"WASHER-SPLINED, DRIVE LINK",2,2022-04-21,11-Jun,FALSE,0,N/A,2024-09-19 7:14
6614,0,D_T-8669-2552-10.02,"CAP, END STOP",N/A,N/A,N/A,TRUE,1,02/28/2022 17:51:43,2024-09-19 7:14
6619,0,F_982R067999.J,"PLUG, END CAP",N/A,N/A,N/A,TRUE,5,03/07/2022 10:49:24,2024-09-19 7:14
6621,0,D_T-8669-2550-42.A,"PIN, ROTOR SHAFT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6630,0,D_T-8669-2550-43.A,"STUD, ROTOR ALIGNMENT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6647,0,D_T-8669-3048-00.A,"TENSION BUMPER, SIZE 7",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6650,0,F_982R067999.J,"WASHER, SUPPORT",N/A,N/A,N/A,TRUE,1,03/29/2022 11:50:52,2024-09-19 7:14
6652,0,D_T-8669-2550-32.A,"DOME, UPPER MACHINING",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6654,0,D_T-8669-2553-30.02,"RING, LOCKING MECHANISM",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6669,0,F_ADC757163D2.-,"TUBE, CHAMBER FLOW",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6676,0,F_ADC73220Y5D2.A,"WASHER, RETENTION PLATE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6677,0,F_1726367.-,"SHAFT, GEAR DRIVE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6681,0,F_2144M5296-3.AD,"BEARING, PLATE MOUNT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6682,0,D_T-8669-2550-02.A,"SHAFT, ROTOR ASSEMBLY",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6684,0,F_1201-23102-801.-,"PLUG, ROTOR SEAL",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6688,1,F_01340377-002.04,"BEARING, LOWER SPINDLE",1,2022-04-04,11-Jun,FALSE,0,N/A,2024-09-19 7:14
6689,0,F_003-MDWG-000071.C,"BRACKET, TORSION LINK",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6690,1,F_01385055-526.06,"NUT, BEARING SPACER",1,2022-04-07,13-Aug,FALSE,0,N/A,2024-09-19 7:14
6694,1,F_001-MDWG-000582.A,"WASHER-SPLINED, ALIGNMENT",1,2022-04-13,13/20,FALSE,0,N/A,2024-09-19 7:14
6695,0,F_01141825-506.02,"HOUSING, BEARING COVER",N/A,N/A,N/A,TRUE,1,03/14/2022 08:43:48,2024-09-19 7:14
6699,0,F_01600018-570.02,"WASHER, CONTROL FIXTURE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6703,0,F_11234402-001-NPI.02,"PLATE, ROTOR GUIDE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6706,0,F_01141825-502.04,"SPRING, ROTOR STABILIZER",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6707,0,F_001-MDWG-000582.A,"BUSHING, LOWER MOUNT",N/A,N/A,N/A,TRUE,2,03/25/2022 10:35:48,2024-09-19 7:14
6709,0,D_B1316-06035.B001,"AXLE, MAIN DRIVE",N/A,N/A,N/A,TRUE,1,05/03/2022 07:07:50,2024-09-19 7:14
6718,0,F_002-MDWG-000764.B,"PIN, ROTATION",N/A,N/A,N/A,TRUE,1,04/25/2022 08:28:34,2024-09-19 7:14
6727,0,F_B1316-08475.A000,"DISK, ROTOR",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6734,0,F_B1316-08475.A000,"SLEEVE, MAIN SPINDLE",N/A,N/A,N/A,TRUE,1,07/11/2023 06:54:04,2024-09-19 7:14
6735,0,F_AEC755164D1M.A_RWK,"BOLT, LOWER MOUNT",N/A,N/A,N/A,TRUE,1,06/16/2022 11:44:01,2024-09-19 7:14
6738,0,F_01241871-001.07,"SEAL, BEARING N.D.E.",N/A,N/A,N/A,TRUE,1,04/01/2022 15:04:21,2024-09-19 7:14
6739,2,F_11234401-001-NPI.02,"FRAME, MAIN INSPECTION UNIT",1,2022-04-18,17-Feb,FALSE,0,N/A,2024-09-19 7:14
6742,0,F_01732800-002-NPI.03,"CLIP, LOCK",N/A,N/A,N/A,TRUE,1,04/07/2022 16:19:07,2024-09-19 7:14
6744,2,F_003-MDWG-000065.A,"WASHER-SPLINED, DRIVE LINK",3,2022-07-17,24-Apr,FALSE,0,N/A,2024-09-19 7:14
6748,1,F_01340681-001.05,"BRACKET, SUPPORT",4,2022-06-19,17/24,TRUE,1,06/13/2022 14:26:04,2024-09-19 7:14
6757,0,F_001-MDWG-000579.D,"ROD, ROTOR",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6758,0,F_01340368-043.05,"WASHER, FIXTURE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6761,0,F_982R067999.J,"PANEL, MIDSECTION",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6763,0,F_01241861-001.05,OPERATIONS,N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6770,0,F_01241861-001.05,"GROMMET, BUFFER",N/A,N/A,N/A,TRUE,2,07/07/2022 11:05:33,2024-09-19 7:14
6775,0,F_01141825-502.03_RWK,"RETAINER, WASHER",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6785,0,F_Y45973A-00.04,"WASHER-SPLINED, DRIVE LINK",N/A,N/A,N/A,TRUE,1,07/08/2022 21:23:07,2024-09-19 7:14
6786,0,F_01340362-112.02,"CAP, END STOP",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6787,0,F_001-MDWG-000587.A,"PLUG, END CAP",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6789,0,F_002-MDWG-000461.A,"PIN, ROTOR SHAFT",N/A,N/A,N/A,TRUE,1,05/03/2022 12:19:23,2024-09-19 7:14
6793,0,F_01340681-001.05,"STUD, ROTOR ALIGNMENT",N/A,N/A,N/A,TRUE,1,06/07/2022 13:12:23,2024-09-19 7:14
6795,0,F_1725732.-,"TENSION BUMPER, SIZE 8",N/A,N/A,N/A,TRUE,4,04/03/2023 08:34:14,2024-09-19 7:14
6802,0,F_721Z3394-51.B,"WASHER, SUPPORT",N/A,N/A,N/A,TRUE,1,06/29/2022 13:50:57,2024-09-19 7:14
6806,0,F_721Z3394-53.B,"DOME, UPPER MACHINING",N/A,N/A,N/A,TRUE,2,06/08/2022 15:00:34,2024-09-19 7:14
6823,1,D_1003M3803C001.C,"RING, LOCKING MECHANISM",3,2023-07-24,28-Sep,FALSE,0,N/A,2024-09-19 7:14
6838,0,F_002-MDWG-000461.A,"TUBE, CHAMBER FLOW",N/A,N/A,N/A,TRUE,3,06/08/2022 10:20:27,2024-09-19 7:14
6839,0,F_04P512839-7.A001,"WASHER, RETENTION PLATE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6844,0,F_04P513455-7.A001,"SHAFT, GEAR DRIVE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6845,0,F_08P517835-7.A001,"BEARING, PLATE MOUNT",N/A,N/A,N/A,TRUE,1,04/27/2022 14:08:28,2024-09-19 7:14
6853,0,F_B1316-06022.C001,"SHAFT, ROTOR ASSEMBLY",N/A,N/A,N/A,TRUE,1,05/31/2022 13:53:29,2024-09-19 7:14
6863,0,D_B1316-05131.B000_RWK,"PLUG, ROTOR SEAL",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6867,0,F_002-MDWG-000845.A,"BEARING, LOWER SPINDLE",N/A,N/A,N/A,TRUE,1,10/28/2022 14:22:18,2024-09-19 7:14
6869,0,F_002-MDWG-000845.A,"BRACKET, TORSION LINK",N/A,N/A,N/A,TRUE,1,05/16/2022 08:08:57,2024-09-19 7:14
6870,0,F_01600018-570.01_RWK,"NUT, BEARING SPACER",N/A,N/A,N/A,TRUE,1,05/24/2022 10:53:43,2024-09-19 7:14
6875,0,F_7003036.E,"WASHER-SPLINED, ALIGNMENT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6876,0,F_01140368-018.05,"HOUSING, BEARING COVER",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6879,2,F_161A1212-7.AC_RWK,"WASHER, CONTROL FIXTURE",1,2022-06-09,12-Jul,FALSE,0,N/A,2024-09-19 7:14
6880,2,F_Y39183A-00.02,"PLATE, ROTOR GUIDE",5,2022-05-15,15/19,FALSE,0,N/A,2024-09-19 7:14
6884,0,F_01365720-006.05,"SPRING, ROTOR STABILIZER",N/A,N/A,N/A,TRUE,2,06/23/2022 14:30:03,2024-09-19 7:14
6890,0,F_002-MDWG-000845.A,"BUSHING, LOWER MOUNT",N/A,N/A,N/A,TRUE,1,06/14/2022 09:28:14,2024-09-19 7:14
6891,0,F_721Z3394-53.B,"AXLE, MAIN DRIVE",N/A,N/A,N/A,TRUE,1,05/25/2022 09:01:02,2024-09-19 7:14
6892,0,F_220075.-,"PIN, ROTATION",N/A,N/A,N/A,TRUE,1,06/22/2022 16:16:45,2024-09-19 7:14
6907,0,F_01340361-104.05,"DISK, ROTOR",N/A,N/A,N/A,TRUE,1,05/11/2022 14:01:59,2024-09-19 7:14
6913,0,F_01340364-112.04,"SLEEVE, MAIN SPINDLE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6914,0,F_Y57947A-00.02,"BOLT, LOWER MOUNT",N/A,N/A,N/A,TRUE,1,05/11/2022 07:59:51,2024-09-19 7:14
6920,0,F_Y34427A-00.03,"SEAL, BEARING N.D.E.",N/A,N/A,N/A,TRUE,1,05/31/2022 09:33:48,2024-09-19 7:14
6921,0,F_ADC73220Y5D2.A,"FRAME, MAIN INSPECTION UNIT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6925,0,F_982R067999.J,"CLIP, LOCK",N/A,N/A,N/A,TRUE,2,06/08/2022 10:23:45,2024-09-19 7:14
6926,0,D_T-8669-3020-20.A,"WASHER-SPLINED, DRIVE LINK",N/A,N/A,N/A,TRUE,1,09/07/2022 15:58:56,2024-09-19 7:14
6928,0,F_ADC44112D211.NC,"BRACKET, SUPPORT",N/A,N/A,N/A,TRUE,1,05/12/2022 12:03:22,2024-09-19 7:14
6931,0,F_01241802-003.05,"ROD, ROTOR",N/A,N/A,N/A,TRUE,1,07/08/2022 21:19:59,2024-09-19 7:14
6936,1,F_01241880-102.03,"WASHER, FIXTURE",2,2023-01-06,16/21,FALSE,0,N/A,2024-09-19 7:14
6939,0,F_01241870-104.04,"PANEL, MIDSECTION",N/A,N/A,N/A,TRUE,1,06/08/2022 09:12:28,2024-09-19 7:14
6940,0,F_219327.B,OPERATIONS,N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6945,1,F_006-MDWG-000054.C_RWK,"GROMMET, BUFFER",1,2022-08-21,17-Oct,FALSE,0,N/A,2024-09-19 7:14
6948,1,F_Y46121A-00.02,"RETAINER, WASHER",1,2022-07-24,17-Apr,TRUE,1,07/07/2022 09:03:23,2024-09-19 7:14
6949,0,F_982R067999.J,"WASHER-SPLINED, DRIVE LINK",N/A,N/A,N/A,TRUE,1,10/07/2022 07:39:55,2024-09-19 7:14
6950,0,F_01385055-531.04,"CAP, END STOP",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6957,0,F_002-MDWG-000464-COS.A,"PLUG, END CAP",N/A,N/A,N/A,TRUE,1,06/08/2022 13:24:25,2024-09-19 7:14
6958,2,F_68A412711-1001.C,"PIN, ROTOR SHAFT",1,2023-01-13,08-Jun,FALSE,0,N/A,2024-09-19 7:14
6960,0,F_272W6160-106.B,"STUD, ROTOR ALIGNMENT",N/A,N/A,N/A,TRUE,2,07/05/2022 09:11:06,2024-09-19 7:14
6965,0,F_01732800-002-NPI.02_RWK,"TENSION BUMPER, SIZE 9",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6975,0,F_982R067999.J,"WASHER, SUPPORT",N/A,N/A,N/A,TRUE,1,09/02/2022 07:36:44,2024-09-19 7:14
6976,0,D_Y36348A-00.02,"DOME, UPPER MACHINING",N/A,N/A,N/A,TRUE,6,09/30/2022 18:01:46,2024-09-19 7:14
6978,0,D_Y40121A-00.02,"RING, LOCKING MECHANISM",N/A,N/A,N/A,TRUE,2,06/20/2022 07:55:13,2024-09-19 7:14
6984,0,D_Y40105A-00.02,"TUBE, CHAMBER FLOW",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6985,0,F_01600050-005.07,"WASHER, RETENTION PLATE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
6988,0,F_01600050-005.07,"SHAFT, GEAR DRIVE",N/A,N/A,N/A,TRUE,2,07/20/2022 11:45:58,2024-09-19 7:14
7004,0,F_01385055-526.06,"BEARING, PLATE MOUNT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7005,0,F_01385055-526.06,"SHAFT, ROTOR ASSEMBLY",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7008,0,F_ADC757163D2.-,"PLUG, ROTOR SEAL",N/A,N/A,N/A,TRUE,1,07/15/2022 14:09:05,2024-09-19 7:14
7013,0,F_C2M4602CA002.A,"BEARING, LOWER SPINDLE",N/A,N/A,N/A,TRUE,6,06/29/2022 11:38:27,2024-09-19 7:14
7017,0,F_002-MDWG-000845.A,"BRACKET, TORSION LINK",N/A,N/A,N/A,TRUE,5,08/25/2022 08:52:26,2024-09-19 7:14
7019,2,F_01763873-001.03,"NUT, BEARING SPACER",7,2022-07-15,13-Dec,FALSE,0,N/A,2024-09-19 7:14
7022,0,F_01600050-005.08,"WASHER-SPLINED, ALIGNMENT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7024,0,F_7003036.E,"HOUSING, BEARING COVER",N/A,N/A,N/A,TRUE,1,07/13/2022 07:58:07,2024-09-19 7:14
7025,0,F_6653-1332-20.A,"WASHER, CONTROL FIXTURE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7045,0,F_6653-1333-20.A,"PLATE, ROTOR GUIDE",N/A,N/A,N/A,TRUE,1,07/27/2022 14:08:17,2024-09-19 7:14
7046,0,F_001-MDWG-000582.A,"SPRING, ROTOR STABILIZER",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7047,0,F_001-MDWG-000589.A,"BUSHING, LOWER MOUNT",N/A,N/A,N/A,TRUE,2,04/03/2023 10:54:47,2024-09-19 7:14
7052,0,F_04P513455-7.A001,"AXLE, MAIN DRIVE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7065,0,F_08P517835-7.A001,"PIN, ROTATION",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7067,0,D_1117-2244-00..,"DISK, ROTOR",N/A,N/A,N/A,TRUE,4,07/27/2022 11:35:20,2024-09-19 7:14
7071,0,F_003-MDWG-000071.C,"SLEEVE, MAIN SPINDLE",N/A,N/A,N/A,TRUE,2,06/28/2022 15:52:14,2024-09-19 7:14
7075,1,F_272W6160-106.A,"BOLT, LOWER MOUNT",7,2022-09-25,17/24,FALSE,0,N/A,2024-09-19 7:14
7076,0,F_982R067999.J,"SEAL, BEARING N.D.E.",N/A,N/A,N/A,TRUE,7,09/30/2022 07:38:32,2024-09-19 7:14
7079,0,F_01141825-502.04,"FRAME, MAIN INSPECTION UNIT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7082,0,F_01140368-017.08,"CLIP, LOCK",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7084,0,F_01241861-001.06,"WASHER-SPLINED, DRIVE LINK",N/A,N/A,N/A,TRUE,1,07/18/2022 11:46:34,2024-09-19 7:14
7085,0,D_2143M6122-1.AA,"BRACKET, SUPPORT",N/A,N/A,N/A,TRUE,2,06/27/2022 08:06:48,2024-09-19 7:14
